runNumber,xShift,crossingAngle,negAngle,axialRotation,negRot,zShift,density,interface
4533,6.7321,36.8474,True,35.8407,True,4.9987,0.96,000110011001100110000
4535,7.0527,37.2216,True,58.8241,True,4.6659,1.0,000110011001100110000
4537,7.5,43.8587,True,76.2266,True,5.4094,0.98,000110011001100110000
4542,7.2516,36.5786,True,5.5417,True,3.3143,0.96,000110011001100110000
4544,7.308,37.6808,True,11.9337,True,4.3899,1.0,000110011001100110000
4551,7.4348,44.6749,True,62.5286,True,2.9261,1.0,000110011001100110000
4553,6.7474,35.8262,True,63.5646,True,5.1298,0.93,000110011001100110000
4554,7.0591,35.0,True,35.3005,True,5.3616,1.0,000110011001100110000
4555,7.4505,40.5999,True,79.1608,True,2.4304,0.93,000110011001100110000
4559,7.4626,39.9914,True,41.7487,True,1.0417,1.0,000110011001100110000
4560,7.2783,35.0,True,28.8785,True,5.7358,0.96,000110011001100110000
4561,7.4266,45.0,True,1.1175,True,1.522,0.93,000110011001100110000
4563,6.5506,45.0,True,42.6516,True,4.2902,1.0,000110011001100110000
4564,7.2646,35.0,True,41.6424,True,0.7909,1.0,000110011001100110000
4565,7.5,41.1954,True,52.4845,True,0.9813,0.98,000110011001100110000
4566,6.7161,40.7833,True,66.2766,True,2.5152,0.96,000110011001100110000
4567,7.3707,37.6199,True,25.7473,True,2.5322,0.8,000110011001100110000
4569,6.5534,42.7415,True,63.77,True,3.0044,1.0,000110011001100110000
4573,7.0854,42.9639,True,53.2865,True,2.9019,1.0,000110011001100110000
4575,7.431,41.8459,True,52.1387,True,3.2198,1.0,000110011001100110000
4576,7.3849,35.0,True,57.4843,True,5.8513,0.99,000110011001100110000
4577,7.2253,36.9712,True,70.3833,True,4.4021,0.88,000110011001100110000
4578,6.9512,35.1079,True,48.738,True,4.8474,1.0,000110011001100110000
4585,6.8226,43.5248,True,35.742,True,3.3438,1.0,000110011001100110000
4587,6.9265,41.4445,True,46.8705,True,3.9245,1.0,000110011001100110000
4588,6.8746,39.7512,True,54.3485,True,3.5004,1.0,000110011001100110000
4591,7.3396,37.0372,True,2.4307,True,3.2978,0.96,000110011001100110000
4592,6.5,40.9419,True,43.9975,True,0.9977,1.0,000110011001100110000
4593,7.5,38.2327,True,60.0063,True,2.0798,1.0,000110011001100110000
4595,7.04,38.0973,True,38.4753,True,5.4359,0.93,000110011001100110000
4596,6.5,38.2792,True,64.0781,True,3.5165,0.98,000110011001100110000
4598,7.3572,35.8874,True,23.0061,True,4.0721,1.0,000110011001100110000
4600,7.5,35.0599,True,64.9466,True,5.2599,1.0,000110011001100110000
4601,6.6534,38.529,True,52.7276,True,3.1311,1.0,000110011001100110000
4605,6.9178,45.0,True,43.4257,True,1.4201,1.0,000110011001100110000
4606,7.5,37.0912,True,70.8277,True,3.0402,1.0,000110011001100110000
4607,6.7733,41.5356,True,46.8821,True,0.6516,1.0,000110011001100110000
4609,7.5,36.4478,True,23.7539,True,3.2691,1.0,000110011001100110000
4613,6.6883,39.2997,True,38.1851,True,2.4779,1.0,000110011001100110000
4614,6.7847,40.2928,True,63.5315,True,2.0622,0.96,000110011001100110000
4615,6.5149,37.6016,True,50.3554,True,2.1275,1.0,000110011001100110000
4616,7.2706,39.6575,True,49.5932,True,1.7013,1.0,000110011001100110000
4618,7.0298,43.0148,True,38.8599,True,4.4091,1.0,000110011001100110000
4619,6.613,40.3918,True,66.2762,True,2.5324,0.96,000110011001100110000
4620,7.5,45.0,True,63.8424,True,3.1779,1.0,000110011001100110000
4621,7.3189,37.9936,True,65.2047,True,3.2612,1.0,000110011001100110000
4623,7.4779,41.5269,True,79.4019,True,4.6582,0.99,000110011001100110000
4626,6.5,38.4583,True,48.1246,True,4.4926,1.0,000110011001100110000
4627,7.3104,37.3833,True,65.6514,True,4.8497,0.91,000110011001100110000
4628,7.4828,43.055,True,61.5678,True,0.3216,0.98,000110011001100110000
4631,6.5,45.0,True,38.1677,True,1.7603,1.0,000110011001100110000
4632,7.2674,43.3977,True,59.4657,True,5.0572,0.99,000110011001100110000
4637,7.4067,40.9997,True,48.7219,True,3.6214,1.0,000110011001100110000
4639,6.7868,44.8107,True,66.815,True,3.0288,0.96,000110011001100110000
4640,7.1894,41.7031,True,69.1051,True,0.0879,0.98,000110011001100110000
4642,7.44,35.0,True,58.6724,True,0.864,0.98,000110011001100110000
4644,7.3447,44.0738,True,31.2122,True,3.9547,1.0,000110011001100110000
4648,6.656,37.6682,True,61.457,True,3.8942,0.96,000110011001100110000
4650,7.3305,42.3039,True,59.5897,True,1.578,1.0,000110011001100110000
4655,7.5,39.9439,True,69.4342,True,0.7721,1.0,000110011001100110000
4656,7.5,35.6582,True,77.6938,True,5.2599,0.98,000110011001100110000
4658,7.4514,45.0,True,75.2995,True,0.6118,0.96,000110011001100110000
4659,7.0315,39.8132,True,74.3196,True,1.1531,0.96,000110011001100110000
4661,6.6055,45.0,True,52.3747,True,5.4148,0.99,000110011001100110000
4663,7.4088,35.0,True,67.3338,True,3.9208,0.8,000110011001100110000
4664,7.5,44.9064,True,68.3862,True,3.4734,1.0,000110011001100110000
