runNumber,xShift,crossingAngle,negAngle,axialRotation,negRot,zShift,density,interface
210,9.3778,20.7952,False,18.1388,True,4.3838,0.88,000110011011001100000
211,8.8671,19.5461,False,78.5495,True,4.8943,0.98,000011011001101100000
212,9.1592,26.1637,False,53.5558,True,0.5795,0.96,000011011001101100000
215,9.4709,23.7924,False,70.8383,True,4.5601,0.88,000011011001101100000
216,9.3601,19.4192,False,79.6914,True,3.8328,0.9,000011001101100110000
217,9.2954,28.0,False,66.0171,True,2.2336,0.86,000011001101100110000
218,9.3241,28.0,False,92.2567,True,0.5431,0.87,000011001101100110000
219,9.5,23.2999,False,60.1199,True,2.3236,0.99,000011001101100110000
223,9.1063,26.9894,False,31.0338,True,5.3135,0.92,000110011011001100000
225,9.3778,19.281,False,77.4947,True,2.8338,0.86,000011001101100110000
227,9.5,25.1853,False,17.155,True,3.851,1.0,000110011011001100000
228,9.5,23.2516,False,36.9673,True,4.6154,0.98,000011011001101100000
229,9.3626,21.4559,False,90.5104,True,0.0641,0.89,000011001101100110000
230,9.3786,20.1927,False,98.5027,True,5.1435,0.89,000011011001101100000
231,8.7761,18.7341,False,50.6683,True,1.9819,0.9,000011011001101100000
232,9.2063,28.0,False,48.0832,True,0.2263,0.96,000011011001101100000
235,9.5,18.0897,False,10.8492,True,3.4827,0.89,000110011011001100000
236,9.5,21.207,False,71.9716,True,4.5422,0.86,000011011001101100000
237,9.4811,23.3829,False,47.189,True,0.6813,1.0,000011011001101100000
241,8.9941,19.3261,False,58.5243,True,2.2062,0.83,000011011001101100000
242,8.9625,27.886,False,55.8639,True,1.8567,0.82,000011011001101100000
243,9.3909,26.0313,False,28.9119,True,4.1707,0.98,000110011011001100000
244,9.5,22.0356,False,87.7058,True,0.1496,0.9,000011001101100110000
246,9.3565,19.9952,False,65.2982,True,2.0599,1.0,000011001101100110000
247,8.9263,22.0772,False,63.2713,True,3.2699,0.98,000011001101100110000
251,9.0615,23.7073,False,15.1855,True,4.2219,0.95,000110011011001100000
252,9.4883,22.2469,False,84.502,True,3.4181,0.88,000011001101100110000
253,8.835,18.0,False,81.7464,True,4.5864,0.88,000011011001101100000
257,8.9878,18.3939,False,97.1575,True,1.1595,0.87,000011001101100110000
258,9.1531,18.238,False,68.8508,True,4.2402,0.9,000011001101100110000
259,9.3187,19.2251,False,87.6713,True,5.1126,1.0,000011011001101100000
260,9.5,24.3871,False,15.0204,True,2.816,0.98,000110011011001100000
262,8.5093,18.0,False,38.4098,True,0.552,0.83,000011011001101100000
263,9.4667,18.8408,False,66.6024,True,4.1607,0.9,000011001101100110000
264,9.4622,18.0,False,65.7005,True,3.2352,0.93,000011001101100110000
267,9.5,22.8301,False,44.2762,True,4.8349,0.88,000011011001101100000
270,9.2512,22.6747,False,89.6752,True,5.1155,0.9,000011011001101100000
271,8.5,28.0,False,26.8756,True,4.0172,0.91,000110011011001100000
272,9.3089,27.9384,False,14.891,True,1.7507,0.96,000011011001101100000
274,9.1464,22.2174,False,2.5236,True,2.2745,0.93,000110011011001100000
277,9.1098,24.7547,False,80.6845,True,4.2795,0.9,000011001101100110000
279,9.4886,26.398,False,85.3519,True,5.0057,0.91,000011011001101100000
281,9.3555,25.1674,False,59.0157,True,3.3957,0.88,000011011001101100000
282,9.4293,26.7672,False,57.5828,True,0.3594,0.92,000011011001101100000
283,9.5,22.7916,False,14.2112,True,2.9925,0.93,000110011011001100000
284,9.1374,21.2659,False,54.2759,True,2.1371,0.9,000011011001101100000
285,8.7536,19.8407,False,87.6206,True,0.8144,0.99,000011001101100110000
286,8.9741,27.0969,False,68.2058,True,3.0274,0.95,000011001101100110000
287,9.2214,28.0,False,28.3321,True,5.3414,0.92,000110011011001100000
288,9.0098,27.8434,False,51.5098,True,0.8795,0.9,000011011001101100000
289,8.9301,22.649,False,40.4645,True,0.8485,1.0,000011011001101100000
292,9.5,27.4927,False,51.6158,True,2.4453,0.88,000011011001101100000
295,9.4163,22.4182,False,69.1847,True,1.6101,0.98,000011001101100110000
296,9.1886,22.8706,False,31.8045,True,5.4973,0.89,000110011011001100000
297,9.2697,22.2996,False,63.5654,True,3.0914,0.92,000011001101100110000
301,8.8215,25.6894,False,7.0216,True,2.8585,0.88,000110011011001100000
303,9.4911,19.5968,False,71.5816,True,3.9914,0.99,000011001101100110000
305,9.3031,18.6709,False,85.9393,True,4.6085,0.97,000011011001101100000
307,9.1804,22.6035,False,30.8235,True,5.319,0.99,000110011011001100000
308,9.5,28.0,False,28.2636,True,5.6933,0.87,000110011011001100000
312,9.1852,18.0,False,56.4842,True,1.8128,0.9,000011011001101100000
313,9.2379,19.6299,False,98.4581,True,0.0948,0.87,000011001101100110000
314,9.4933,26.5771,False,83.4556,True,4.0135,0.97,000011001101100110000
317,9.3753,18.0,False,59.9495,True,0.5019,0.88,000011011001101100000
318,9.0669,20.5619,False,46.5131,True,1.3219,0.85,000011011001101100000
319,9.2245,27.6733,False,20.601,True,4.6345,0.88,000110011011001100000
321,8.5926,24.6468,False,97.3413,True,0.763,0.98,000011001101100110000
324,9.431,20.3201,False,96.9391,True,0.5915,0.8,000011001101100110000
325,9.4861,18.5071,False,13.6803,True,2.4993,0.97,000110011011001100000
326,9.5,18.2645,False,34.0038,True,5.2252,0.98,000110011011001100000
328,9.0762,26.5768,False,29.8248,True,4.3391,0.96,000110011011001100000
331,9.3909,22.3166,False,28.3853,True,3.6967,0.91,000110011011001100000
335,9.3759,20.9922,False,64.3936,True,1.6596,0.9,000011001101100110000
337,9.4088,28.0,False,68.4442,True,2.3364,0.86,000011001101100110000
340,9.4923,28.0,False,61.869,True,3.1123,0.88,000011001101100110000
343,9.3898,24.0969,False,22.0113,True,5.2554,0.9,000110011011001100000
344,9.1948,21.2578,False,62.3076,True,3.4176,1.0,000011001101100110000
345,9.1685,20.1427,False,44.988,True,5.3915,0.86,000011011001101100000
346,8.8607,24.9099,False,16.5964,True,2.5769,0.89,000110011011001100000
347,9.2836,21.9194,False,16.847,True,3.75,0.98,000110011011001100000
351,9.1567,26.0516,False,35.4822,True,0.3231,0.87,000011011001101100000
353,9.5,25.5689,False,55.6669,True,1.8402,1.0,000011011001101100000
355,9.468,24.3388,False,58.7024,True,2.3809,1.0,000011011001101100000
356,9.5,23.0355,False,20.8038,True,4.6502,0.88,000110011011001100000
359,8.5,27.7087,False,90.4248,True,0.3086,0.97,000011001101100110000
363,9.1254,18.0,False,53.8865,True,1.9619,0.95,000011011001101100000
364,9.5,18.6881,False,48.6059,True,0.5282,0.97,000011011001101100000
365,9.5,25.0588,False,23.9402,True,3.6506,1.0,000110011011001100000
369,9.2522,21.5291,False,14.1163,True,3.7615,0.9,000110011011001100000
370,9.4643,20.731,False,18.5805,True,2.8585,0.88,000110011011001100000
371,9.3062,18.0,False,75.1858,True,3.5634,0.9,000011001101100110000
372,8.7466,18.9515,False,85.2371,True,0.5478,0.84,000011001101100110000
374,9.2082,21.1002,False,10.2667,True,2.4393,0.98,000110011011001100000
375,9.0937,21.6565,False,9.4161,True,1.7911,0.8,000110011011001100000
377,9.4044,25.6541,False,13.2063,True,1.5221,0.99,000011011001101100000
379,9.4977,20.0104,False,53.4775,True,2.2404,0.88,000011011001101100000
380,9.3079,18.3479,False,32.0172,True,3.9399,0.98,000011011001101100000
381,9.5,24.3828,False,70.3501,True,2.636,0.93,000011001101100110000
383,9.4646,22.6004,False,19.4907,True,1.6061,0.9,000011011001101100000
394,9.2581,23.0851,False,10.7222,True,2.7605,0.85,000110011011001100000
395,9.5,19.1585,False,11.7649,True,2.8769,0.98,000110011011001100000
396,9.4841,26.5633,False,60.1451,True,2.9581,0.97,000011001101100110000
398,8.6198,20.9221,False,52.2823,True,2.2104,0.88,000011011001101100000
401,9.5,21.8227,False,58.8298,True,2.9984,0.88,000011011001101100000
403,9.5,24.7556,False,10.3265,True,2.6117,0.93,000110011011001100000
404,9.5,23.6266,False,90.8737,True,0.1265,0.9,000011001101100110000
407,8.808,18.5014,False,46.2639,True,1.6148,1.0,000011011001101100000
410,9.3829,20.7118,False,95.7567,True,4.719,0.86,000011011001101100000
415,8.7977,18.9854,False,62.507,True,3.0162,0.98,000011001101100110000
417,9.4281,26.5485,False,20.1187,True,3.976,1.0,000110011011001100000
418,9.5,18.1644,False,18.2188,True,3.6819,0.86,000110011011001100000
419,9.5,26.9275,False,90.6356,True,1.2519,0.8,000011001101100110000
420,9.4269,26.0286,False,31.0328,True,4.8577,1.0,000110011011001100000
424,8.945,23.6303,False,97.0614,True,0.6884,0.86,000011001101100110000
426,9.2401,25.8289,False,77.6695,True,5.1129,0.95,000011011001101100000
427,9.5,28.0,False,87.887,True,4.3761,0.85,000011001101100110000
428,8.6299,24.2236,False,88.9496,True,6.0,0.86,000011011001101100000
430,9.1358,25.6758,False,44.0992,True,5.2922,0.91,000011011001101100000
431,9.0085,27.9049,False,57.6125,True,1.9109,0.9,000011011001101100000
432,9.2851,19.0036,False,49.3259,True,0.9391,0.89,000011011001101100000
434,9.059,22.5121,False,3.3195,True,1.7676,0.83,000110011011001100000
435,9.5,24.3116,False,18.3359,True,2.3831,0.88,000110011011001100000
436,9.5,19.3288,False,81.4796,True,4.5024,0.98,000011011001101100000
438,9.4354,26.3126,False,25.5563,True,2.7871,0.88,000011011001101100000
442,9.4077,22.5254,False,68.4556,True,2.2369,1.0,000011001101100110000
443,9.4669,18.0,False,13.093,True,1.8835,0.86,000110011011001100000
444,9.1654,27.738,False,11.4118,True,3.4929,0.98,000110011011001100000
447,9.2636,27.3307,False,21.2778,True,4.2927,0.88,000110011011001100000
449,8.5423,24.6156,False,42.0666,True,0.2238,0.86,000011011001101100000
451,9.2058,22.1037,False,51.9417,True,1.5316,0.96,000011011001101100000
452,9.4825,25.6019,False,89.0576,True,5.2279,0.99,000011011001101100000
453,9.3933,24.481,False,74.1073,True,3.4213,0.97,000011001101100110000
455,9.4728,28.0,False,71.2181,True,3.1745,0.97,000011001101100110000
456,9.1338,26.2774,False,59.6749,True,0.8353,0.91,000011011001101100000
457,9.5,18.0,False,59.6308,True,2.1012,1.0,000011011001101100000
458,9.4449,24.7897,False,68.7339,True,2.3139,0.9,000011001101100110000
459,9.5,20.6107,False,89.8543,True,0.9193,0.84,000011001101100110000
462,9.4546,22.7668,False,93.1114,True,4.6226,0.88,000011011001101100000
464,9.5,18.1972,False,17.4906,True,3.5766,0.93,000110011011001100000
465,9.474,22.8863,False,7.3567,True,0.6231,0.8,000011011001101100000
468,9.3365,22.852,False,87.1481,True,5.6883,0.97,000011011001101100000
469,9.4869,18.0,False,28.7029,True,4.0034,0.99,000110011011001100000
470,9.3474,25.3594,False,97.4601,True,1.0278,0.83,000011001101100110000
472,9.5,19.7039,False,47.6642,True,1.4967,0.88,000011011001101100000
473,9.5,19.0627,False,22.5611,True,4.0757,0.98,000110011011001100000
477,9.4452,27.679,False,87.2613,True,4.6415,0.99,000011011001101100000
480,9.0441,27.4025,False,84.9618,True,5.0911,0.85,000011011001101100000
484,9.3342,25.2513,False,1.9513,True,0.7155,0.88,000110011011001100000
486,9.298,23.4815,False,63.9759,True,3.9944,0.9,000011001101100110000
487,9.5,28.0,False,56.4851,True,0.6552,0.98,000011011001101100000
488,9.4791,22.8707,False,61.2687,True,1.8348,0.97,000011001101100110000
492,9.472,18.0,False,82.5268,True,5.2153,1.0,000011011001101100000
494,8.7177,27.2021,False,32.2826,True,4.3493,0.91,000110011011001100000
496,9.5,28.0,False,62.7104,True,0.8599,0.88,000011001101100110000
498,8.8949,24.9943,False,87.236,True,5.4917,0.85,000011011001101100000
500,9.0805,18.0,False,46.9477,True,1.1416,0.89,000011011001101100000
506,9.1177,20.5938,False,56.1168,True,2.8752,0.9,000011011001101100000
509,9.2706,20.8808,False,48.6558,True,2.1799,0.9,000011011001101100000
510,9.4061,27.494,False,70.7487,True,4.4397,0.93,000011001101100110000
511,8.8545,18.0,False,9.9811,True,2.2976,0.86,000110011011001100000
513,9.0467,27.9383,False,76.7072,True,4.2137,0.87,000011001101100110000
514,9.2751,21.916,False,19.2053,True,3.1255,0.89,000110011011001100000
516,9.3632,21.886,False,35.9106,True,5.1756,0.98,000110011011001100000
518,9.5,26.2333,False,14.0853,True,3.4807,0.97,000110011011001100000
520,9.3388,18.4789,False,22.1278,True,3.4462,0.98,000110011011001100000
521,8.9688,27.0707,False,69.659,True,3.4349,0.9,000011001101100110000
522,9.1276,18.0,False,61.4589,True,1.9662,0.9,000011001101100110000
525,9.2849,18.558,False,64.1068,True,3.4689,0.92,000011001101100110000
527,9.0728,18.0,False,18.7468,True,2.6078,0.98,000110011011001100000
529,9.4106,19.5284,False,86.9333,True,5.3946,0.97,000011011001101100000
530,9.2826,20.5966,False,11.4528,True,2.88,0.99,000110011011001100000
531,9.4093,20.2707,False,65.2553,True,1.5639,0.88,000011001101100110000
532,8.5492,19.8429,False,62.6615,True,2.9547,0.81,000011001101100110000
533,9.153,26.2942,False,50.1516,True,0.6528,0.97,000011011001101100000
537,9.1776,25.7335,False,35.6304,True,0.6496,0.91,000011011001101100000
538,9.4042,26.3438,False,25.1761,True,4.7641,0.98,000110011011001100000
540,8.9135,18.0,False,77.3751,True,5.4899,0.95,000011011001101100000
541,9.3356,20.0175,False,61.7307,True,1.4114,0.88,000011001101100110000
546,8.9946,19.1098,False,98.5758,True,0.2588,0.82,000011001101100110000
547,9.0886,21.6547,False,70.8833,True,3.0299,0.9,000011001101100110000
548,8.7394,25.6069,False,45.3924,True,1.368,0.8,000011011001101100000
551,9.5,19.9595,False,63.57,True,2.5733,0.98,000011001101100110000
553,9.5,24.4338,False,79.3507,True,4.6034,0.99,000011011001101100000
554,9.5,21.6787,False,46.6301,True,4.9459,0.88,000011011001101100000
557,9.2951,27.834,False,78.3878,True,3.4336,0.88,000011001101100110000
558,8.5,22.4036,False,43.1626,True,0.3559,0.91,000011011001101100000
559,9.1032,26.4824,False,58.9387,True,1.2515,0.89,000011011001101100000
560,9.3464,18.2142,False,2.5941,True,1.5651,0.91,000110011011001100000
562,9.5,18.83,False,61.5833,True,3.2017,0.98,000011001101100110000
564,9.2296,25.5722,False,64.6941,True,3.4074,1.0,000011001101100110000
566,9.4519,24.2117,False,45.3485,True,1.3153,0.98,000011011001101100000
567,9.5,21.224,False,11.8831,True,1.0569,0.88,000011011001101100000
568,8.6304,27.3052,False,47.6782,True,1.0831,0.94,000011011001101100000
572,9.3724,21.0809,False,76.742,True,3.394,0.93,000011001101100110000
574,9.2984,20.3303,False,82.2688,True,4.3575,0.98,000011001101100110000
576,9.1433,23.3548,False,90.1475,True,0.763,0.8,000011001101100110000
577,9.0648,20.0417,False,37.6525,True,5.1441,0.92,000110011011001100000
578,9.0508,18.0,False,76.0922,True,3.8863,0.89,000011001101100110000
579,9.2974,20.2113,False,47.519,True,0.2882,0.99,000011011001101100000
582,8.8673,26.4298,False,32.7401,True,5.4037,0.98,000110011011001100000
583,9.2359,27.217,False,44.5696,True,5.3381,0.88,000011011001101100000
584,9.3523,21.6668,False,43.9551,True,5.3304,0.98,000011011001101100000
587,8.6313,22.4931,False,30.4205,True,4.742,0.84,000110011011001100000
591,9.5,20.6031,False,25.0461,True,3.566,0.89,000110011011001100000
593,9.5,26.986,False,22.197,True,1.7669,0.88,000011011001101100000
595,8.5316,19.6683,False,26.0138,True,4.1147,0.84,000110011011001100000
596,9.3706,18.127,False,72.3633,True,2.45,0.88,000011001101100110000
597,9.5,23.5653,False,53.7047,True,0.1323,0.97,000011011001101100000
598,9.5,18.2502,False,46.3798,True,1.1897,0.98,000011011001101100000
600,9.3861,20.2021,False,88.7124,True,4.7694,0.98,000011011001101100000
601,9.4686,20.7928,False,40.9551,True,5.1722,0.99,000110011011001100000
607,9.11,28.0,False,19.9525,True,3.6037,0.96,000110011011001100000
608,9.3614,27.626,False,11.2623,True,1.0473,0.96,000011011001101100000
610,8.9034,20.4362,False,86.8993,True,0.355,0.88,000011001101100110000
611,9.3487,23.0327,False,85.0728,True,3.7121,0.88,000011001101100110000
613,9.5,18.0,False,20.7426,True,4.3771,0.88,000110011011001100000
616,9.1269,21.7433,False,68.7173,True,3.1541,0.99,000011001101100110000
622,8.5917,18.0,False,62.8527,True,3.226,0.98,000011001101100110000
623,9.2584,26.4868,False,66.6776,True,3.1541,0.92,000011001101100110000
624,8.7767,24.8855,False,46.1563,True,0.8626,1.0,000011011001101100000
625,8.5,23.3611,False,44.4998,True,1.0085,0.91,000011011001101100000
626,9.5,24.6135,False,91.8055,True,0.8054,0.85,000011001101100110000
627,9.0912,25.0394,False,50.1545,True,0.6133,1.0,000011011001101100000
628,9.3258,26.2623,False,76.7897,True,3.6633,0.97,000011001101100110000
629,9.5,28.0,False,91.9186,True,0.4933,0.85,000011001101100110000
630,9.417,20.531,False,33.6128,True,4.2073,0.98,000110011011001100000
639,9.2776,18.0,False,8.2093,True,1.1483,0.86,000110011011001100000
640,9.2488,28.0,False,12.2474,True,3.0449,0.95,000110011011001100000
641,9.0791,20.6349,False,13.8978,True,3.2406,0.96,000110011011001100000
644,9.5,28.0,False,69.5962,True,2.0817,0.93,000011001101100110000
648,9.5,18.0467,False,60.8571,True,3.0124,0.89,000011001101100110000
649,9.4432,23.7951,False,33.3011,True,5.7747,0.97,000110011011001100000
652,9.5,21.9235,False,46.7481,True,0.5142,0.97,000011011001101100000
653,9.1277,24.9589,False,1.3257,True,1.6687,0.83,000110011011001100000
654,9.1603,25.2813,False,64.9796,True,3.2104,0.92,000011001101100110000
656,8.7565,18.0,False,34.6801,True,0.0,0.8,000011011001101100000
658,8.7309,18.4107,False,4.9514,True,2.5414,0.83,000110011011001100000
659,8.5539,18.0,False,71.8941,True,3.7256,1.0,000011001101100110000
661,9.1935,21.6366,False,37.7056,True,0.7408,0.91,000011011001101100000
662,9.2612,18.0,False,4.2401,True,2.2247,0.88,000110011011001100000
663,8.8576,19.5875,False,35.4141,True,5.2222,0.84,000110011011001100000
666,9.3652,27.7596,False,61.4598,True,1.9792,0.97,000011001101100110000
667,9.5,19.8031,False,1.0855,True,1.9545,0.91,000110011011001100000
672,9.5,27.2793,False,29.3732,True,3.3995,0.88,000011011001101100000
674,8.9792,22.8015,False,57.4267,True,1.6559,0.89,000011011001101100000
676,9.5,18.0,False,17.0989,True,3.3714,0.98,000110011011001100000
678,9.5,20.4901,False,65.7431,True,3.9621,0.86,000011001101100110000
681,9.5,20.2202,False,53.0007,True,5.6686,0.85,000011011001101100000
682,9.1514,18.0,False,0.4094,True,1.8956,0.8,000110011011001100000
685,9.5,25.4032,False,30.3316,True,5.9335,0.87,000110011011001100000
687,9.255,18.0,False,60.5733,True,2.7051,0.9,000011001101100110000
689,9.3805,23.0405,False,20.8037,True,2.0199,0.86,000011011001101100000
690,9.5,21.0733,False,12.091,True,1.8471,0.99,000110011011001100000
